agenda,dkod,nazev,metodika
21,D21.1.1,"z toho celkový počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
21,D21.1.2.1,"Vyplňte 1 pokud přestupky řešíte sami na odboru, 0 pokud je předáváte k řešení na specializované pracoviště, odbor, oddělení nebo 2 (kombinace, jiné)",Za celé období sledovaného roku.
21,D21.2,Počet provedených kontrol (dozorů) se zápisem,Zápisem se rozumí jakýkoli záznam o provedené kontrole a to za celé období sledovaného roku. Dále kontrola dle kontrolního řádu.
21,D21.3,Výměra pozemků určených k plnění funkce lesa ve správním obvodu v hektarech,K 31.12. sledovaného roku.
21,D21.4,Počet zaměstnanců - pracovních úvazků v agendě lesní hospodářství celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
22,D22.1,Počet vydaných správních rozhodnutí,Pouze meritorní rozhodnutí a zastavení řízení (mimo přestupky). Za celé období sledovaného roku.
22,D22.2.1,"Celkový počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
22,D22.2.2,"Vyplňte 1 pokud přestupky řešíte sami na odboru, 0 pokud je předáváte k řešení na specializované pracoviště, odbor, oddělení nebo 2 (kombinace, jiné)",Za celé období sledovaného roku.
22,D22.3,Počet provedených kontrol (dozorů) se zápisem,Zápisem se rozumí jakýkoli záznam o provedené kontrole a to za celé období sledovaného roku. Dále kontrola dle zákona a dle kontrolního řádu.
22,D22.4,Počet hlášení evidence odpadů celkem ze zákona o odpadech,"Uveďte údaje za poslední uzavřený rok (například při vyplňování dat za rok 2013 se jedná o údaje posledního uzavřeného roku, tedy roku 2012). Zdroj dat: EVI, ESPI."
22,D22.5,Počet zaměstnanců - pracovních úvazků v agendě odpady celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
23,D23.1.1,"Celkový počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
23,D23.1.2,"Vyplňte 1 pokud přestupky řešíte sami na odboru, 0 pokud je předáváte k řešení na specializované pracoviště, odbor, oddělení nebo 2 (kombinace, jiné)",Za celé období sledovaného roku.
23,D23.2,Počet provedených kontrol (dozorů) se zápisem,Zápisem se rozumí jakýkoli záznam o provedené kontrole a to za celé období sledovaného roku. Dále kontrola dle kontrolního řádu.
23,D23.3,Počet zaměstnanců - pracovních úvazků v agendě ochrana ovzduší celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
24,D24.1,Počet vydaných správních rozhodnutí o vynětí ze ZPF,"Za celé období sledovaného roku. U správních rozhodnutí se jedná pouze o meritorní rozhodnutí a zastavení řízení . POUZE DLE § 21 odst.1zákona č. 334/1992 Sb., o ochraně ZPF."
24,D24.2,Počet vydaných správních rozhodnutí o odvodech za odnětí půdy ze ZPF,"Za celé období sledovaného roku. Dle § 11 odst. 2 zákona č. 334/1992 Sb., o ochraně ZPF."
24,D24.3.1,"Celkový počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
24,D24.3.2,"Vyplňte 1 pokud přestupky řešíte sami na odboru, 0 pokud je předáváte k řešení na specializované pracoviště, odbor, oddělení nebo 2 (kombinace, jiné)",Za celé období sledovaného roku.
24,D24.4,Počet provedených kontrol (dozorů) se zápisem,Zápisem se rozumí jakýkoli záznam o provedené kontrole a to za celé období sledovaného roku. Dále kontrola dle kontrolního řádu.
24,D24.5,Počet zaměstnanců - pracovních úvazků v agendě zemědělský půdní fond celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
25,D25.1,Počet vydaných správních rozhodnutí v agendě,Pouze meritorní rozhodnutí a zastavení řízení. Za celé období sledovaného roku.
25,D25.2.1,"Počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
25,D25.2.2,"Vyplňte 1 pokud přestupky řešíte sami na odboru, 0 pokud je předáváte k řešení na specializované pracoviště, odbor, oddělení nebo 2 (kombinace, jiné)",Za celé období sledovaného roku.
25,D25.3,Počet provedených kontrol (dozorů) se zápisem v agendě,Zápisem se rozumí jakýkoli záznam o provedené kontrole a to za celé období sledovaného roku. Dále kontrola dle kontrolního řádu.
25,D25.4,Počet zaměstnanců - pracovních úvazků v agendě ochrana zvířat proti týrání a veterinární péče celkem,"Úvazky pro agendy Ochrana zvířat proti týrání a Veterinární péče stanovte v součtu k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
26,D26.1,Počet vydaných správních rozhodnutí,Pouze meritorní rozhodnutí a zastavení řízení. Za celé období sledovaného roku.
26,D26.2.1,"Počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
26,D26.2.2,"Vyplňte 1 pokud přestupky řešíte sami na odboru, 0 pokud je předáváte k řešení na specializované pracoviště, odbor, oddělení nebo 2 (kombinace, jiné)",Za celé období sledovaného roku.
26,D26.3,Počet oznámení o kácení dřevin,"Dle §8 odst. 2 a 4 zákona č. 114/1992 Sb., o ochraně přírody a krajiny. Za celé období sledovaného roku."
26,D26.4,"Počet provedených kontrol (dozorů) se zápisem (podle § 85 zákona č. 114/1992 Sb., o ochraně přírody a krajiny)",Zápisem se rozumí jakýkoli záznam o provedené kontrole a to za celé období sledovaného roku. Dále kontrola dle kontrolního řádu.
26,D26.5,Počet zaměstnanců - pracovních úvazků v agendě ochrana přírody a krajiny celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
27,D27.1,Počet vydaných správních rozhodnutí,Pouze meritorní rozhodnutí a zastavení řízení. Za celé období sledovaného roku.
27,D27.1.1,"z toho celkový počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
27,D27.1.2,"Vyplňte 1 pokud přestupky řešíte sami na odboru, 0 pokud je předáváte k řešení na specializované pracoviště, odbor, oddělení nebo 2 (kombinace, jiné)",Za celé období sledovaného roku.
27,D27.2,Počet provedených kontrol (dozorů) se zápisem,Zápisem se rozumí jakýkoli záznam o provedené kontrole a to za celé období sledovaného roku. Dále kontrola dle kontrolního řádu.
27,D27.3,"Počet vydaných stanovisek, vyjádření apod. mimo správní řízení","Za celé období sledovaného roku, vyjma loveckých lístků."
27,D27.4,Počet vydaných loveckých lístků,Za celé období sledovaného roku.
27,D27.5,Počet honiteb ve správním obvodu,Za celé období sledovaného roku.
27,D27.6,Počet zaměstnanců - pracovních úvazků v agendě myslivost celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
28,D28.1,Počet vydaných správních rozhodnutí,Pouze meritorní rozhodnutí a zastavení řízení. Za celé období sledovaného roku. Bez rybářských lístků.
28,D28.2.1,"Počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
28,D28.2.2,"Vyplňte 1 pokud přestupky řešíte sami na odboru, 0 pokud je předáváte k řešení na specializované pracoviště, odbor, oddělení nebo 2 (kombinace, jiné)",
28,D28.3,Počet vydaných rybářských lístků,
28,D28.4,Počet zaměstnanců - pracovních úvazků v agendě rybářství celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
30,D30.1,"Počet koordinovaných stanovisek, počet koordinovaných závazných stanovisek, počet JES a předběžných informací vydaných za úřad","Souhrnná vyjádření/stanoviska k záměru stavby pro zpracování PD, ÚPD, EIA a IPPC za Souhrnná vyjádření/stanoviska k záměru stavby pro zpracování PD, ÚPD, EIA a IPPC za oblast životního prostředí a zemědělství (týká se všech sledovaných agend 20 - 28, ZAPOČÍTÁVÁ SE 1X ZA VŠECHNY AGENDY ŽP). Včetně sdělení, že se JES nevydává. Za celé období sledovaného roku."
30,D30.1.1,Počet JES vydaných samostatně + počet koordinovaných závazných stanovisek obsahující JES,Koordinovaná závazná stanoviska a JES. Za celé období sledovaného roku.
30,D30.2,"Úvazek koordinátora koordinovaných stanovisek, koordinovaných závazných stanovisek, JES a předběžných informací za úřad pokud se jedná o samostatnou pracovní pozici","Pokud nemáte ustanovenou samostatnou pozici koordinátora, vyplňte nulu. Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
